,respondent,task,interval,time,company,purpose,purpose_eval,detail,description,desc_eval_comp,desc_eval_elem,desc_eval_char,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,familiarity
152,32,3,2s,67,1,Sporting gear,1,0,"Lots of separate images, not much text, big cheetah and some pictures of mountain/sports",1,2,1,6,5,4,5,5,4,4,5,6,5,FALSE
153,32,4,2s,74,1,Weather forecast,1,0,"Weather forecast website, with a central European forecast with varius temperatures",1,1,0,5,3,5,4,7,4,3,5,6,4,FALSE
154,32,5,2s,56,1,Pet food/equipment,1,0,A number of items for sale,0,0,0,5,3,5,4,5,3,4,6,5,4,FALSE
155,32,6,2s,57,1,Technology reviews,0.5,0,Tech review website with lots of tech review articles,0,1,0,3,4,3,5,5,4,5,6,3,5,FALSE
156,33,1,2s,132,1,Clothing for Children and Adults,1,1,"Large image of child in t-shirt across the top then 3 categories on the bottom each with a picture showing mens, womens and kids clothing. ",1,2,0,7,7,6,7,7,7,5,7,7,6,FALSE
157,33,2,2s,114,1,Eyewear,1,1,A family on the beach in the sun as well as a woman running and a couple together. All people had sunglasses on,1,1,0,6,6,5,5,4,7,5,5,5,6,FALSE
158,33,3,2s,118,1,Outdoor adventure clothing and apparel,1,0,Large picture of wild cat next to some hikers. Different categories along the bottom,1,2,0,5,5,7,4,5,7,7,6,6,6,FALSE
159,33,4,2s,94,1,Weather information,1,0,"Map of forecast information for current day as well as a week breakdown, further information on the right side of the screen,",2,3,1,7,4,7,3,7,4,4,4,7,4,FALSE
160,33,5,2s,143,1,Decorative garden ornaments,0,1,Images of products and and different categories along the top of the page. Big bright coloured text across the left side,1,2,0,6,2,6,1,3,2,2,3,4,4,FALSE
161,33,6,2s,150,1,News website for technology related stories,1,1,"Very wordy page with lots of articles, bright orange picture in the body of the website. List of articles at the right of the screen",2,2,2,2,2,6,3,7,5,1,3,4,1,FALSE
162,34,1,2s,96,1,Sells clothing,1,0,Clothing for a range of ages - had an image of an adult and child,1,1,0,5,5,5,6,4,5,6,6,5,5,FALSE
163,34,2,2s,72,1,Sells sunglasses,1,1,"Shop for sunglasses, advertised a range for vacation",0,0,0,4,5,5,4,4,4,4,5,5,4,FALSE
164,34,3,2s,89,1,Sells sport clothing,1,0,"Illustration of a jaguar type animal, sells sport gear",0,1,0,5,5,5,5,5,5,5,5,5,5,FALSE
165,34,4,2s,58,1,Weather news,1,0,Forecast of weather,0,1,0,4,3,4,4,4,3,3,4,4,4,FALSE
166,34,5,2s,68,1,Animal food,1,1,"Yellow theme, shope for animal products",0,0,1,5,5,5,5,4,4,5,5,5,4,FALSE
167,34,6,2s,78,1,Tech news,1,0,News website,0,0,0,4,4,5,5,4,4,4,5,5,4,FALSE
168,35,1,2s,76,1,Sustainable fashion,1,0,Clothing shop promoting sustainable fashion for women and children,0,1,0,6,5,5,5,6,6,4,6,6,4,FALSE
169,35,2,2s,106,1,"eyeware - glasses, contact lenses",1,1,"Page made up of different graphics. Central image and then smaller images for glasses, sunglasses and contact lenses",1,2,0,6,6,6,5,4,4,4,5,6,4,FALSE
170,35,3,2s,143,1,Outdoor sporting goods,1,0,Website for the sale of outdoor sports goods. Large graphic with cheetah or leopard. smaller boxes with different graphics representing different outdoor activities,1,2,0,5,5,5,6,4,5,4,5,5,4,FALSE
171,35,4,2s,105,0,Weather forecasts,1,1,Looked like a weather forecast web page. Large graphic in centre with map which showed rain.,1,1,0,4,4,5,4,6,4,3,4,5,4,FALSE
172,35,5,2s,74,1,pass,0,0,unable to describe as it wasn't clear what was being offered,0,0,0,3,3,2,2,1,1,2,1,1,3,FALSE
173,35,6,2s,86,1,Information on technology,1,0,text down either side with graphic in the middle,1,2,0,5,4,5,4,5,4,3,4,4,3,FALSE
174,36,1,2s,200,1,night clothes,1,0,"there were pictures of a man, a woman, and a girl child. They were all wearing striped night clothes. ",1,1,0,6,5,6,5,6,5,1,5,6,4,FALSE
175,36,2,2s,190,0,Glasses and contact lenses,1,0,"A large picture showing the text ready for the holidays. Three picture below for contact lenses, glasses, and something else, perhaps sunglasses",2,2,0,5,4,6,4,6,3,1,5,6,3,FALSE
176,36,3,2s,196,0,"outdoor clothes, backpacks, and boots.",1,0,"A picture of a leopard, smaller pictures of outdoor clothes, boots, and other stuff shown in an mountain walking settings",1,2,0,5,5,6,5,6,5,2,5,6,3,FALSE
177,36,4,2s,135,1,Weather forecasts,1,0,"A map with blue weather symbols on it, showing the weather for that day.",0,1,0,6,5,7,6,7,6,4,6,7,5,FALSE
178,36,5,2s,235,1,cheap garish tat.,0,0,"There were a large number of garish coloured, badly photographed cheap products, the sort of stuff street traders try to sell at haloween",1,1,0,3,1,2,1,7,1,1,1,5,1,FALSE
179,36,6,2s,153,1,Information about gadgets and technology,1,0,"There were a lot of pictures for a variety of stories, with a short summary for each story",1,1,0,3,3,5,3,6,3,2,4,5,2,FALSE
180,37,1,2s,146,0,Clothes - mostly womrns tops,1,0,"a number of models wearing bright tops , they looked approachable",1,1,0,4,4,7,3,6,4,4,6,4,2,FALSE
181,37,2,2s,102,0,Sunglasses,1,1,This showe parents and children in swimwear/holiday clothes wearing sunglasses,0,1,0,4,6,6,6,6,6,4,6,6,6,FALSE
182,37,3,2s,139,0.5,Clothing for expeditions in the great outdoors,1,1,"A large grey and white wild cat - maybe a cheetah, also pictures of shoes and backpacks and clothing",1,2,0,4,7,6,7,4,6,6,7,6,5,FALSE
183,37,4,2s,109,1,Images of weather,1,0,Many charts about the weather,0,1,0,3,7,7,5,4,5,1,6,4,5,FALSE
184,37,5,2s,125,0,food,0,0,This had images of take away food in their cartons - some of which appeared to be recycleable,0,1,0,3,3,4,3,4,2,2,4,3,2,FALSE
185,37,6,2s,118,0,storage,0,0,"A woman looking surprised/upset, a large white building",0,1,0,4,3,4,5,2,4,4,4,2,4,FALSE
186,38,1,2s,220,1,"Sustainable fashion, for children and adults",1,1,The web page was light in colour and had an airy feel about it. It showed a picture of a girl wearing a pale yellow t-shirt with a hedgehog on it.  Further down it looked like an adult wearing a similar t-shirt in pastel colours too.,3,2,1,6,7,6,7,5,7,6,7,7,6,FALSE
187,38,2,2s,286,1,It sells glasses for different scenarios such as sport and vacation,1,0,"It was light and bright in colour,  I could see there were different people wearing glasses.  I also read captions that said 'ready for vacation' and 'sport glasses' The web page wasn't too overcrowded so I could take more of it in ",1,2,2,5,6,6,5,6,5,4,5,6,5,FALSE
188,38,3,2s,368,1,"I think it's sporting equipment, only because it said 'Focus on collection this fall' and it's called Hillsport so I presumed that's what it must be.",1,0,"There were quite a few colours going on.  There was a snow leopard pictured on a bright blue background and although it was called Hillsport and in another box it said 'focus on collection this fall' I didn't see any pictures of clothes, so quite confusing.  The pictures seemed to be in framed boxes,",1,2,1,3,4,2,4,3,4,3,2,1,3,FALSE
189,38,4,2s,240,1,It provides weather forecasts.,1,0,"The colours were light, light blue and yellow, which was appropriate with it being a weather page. It gave the weather forecast, but I can't quite remember if it was a map or just the temperatures.  The page had quite a lot on it so hard to remember what was there.",1,1,1,3,5,5,4,6,3,3,4,3,3,FALSE
190,38,5,2s,250,1,Pet products,1,0,"It was quite busy, and hard to take in a lot as there was a lot going on.  The colours were dark which gave it a miserable/dingy feel. There were items for animals on the page but I can't tell you individually what they were, I think there may have been an item to feed birds with.",1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE
191,38,6,2s,299,1,"Advice on technology, difficult to tell as there were all sorts of pictures, a women with her hand to her head and a picture of some money,  So thought it must be given insights into tech rather than selling something.",1,0,"Very confusing, dark colours, lots of different pictures, difficult to know what they were selling or advising on, saw a picture of some money, and a picture of a women who seemed upset.  Looked boring and something someone would just switch off from because its so confusing.",2,2,2,1,1,1,1,1,1,1,1,1,1,FALSE
192,39,1,2s,240,1,Clothing for kids primarily,1,0,I reasonable fashion retail outlet selling childrens clothing modelled by children ages approximately 11 or 12,0,0,0,4,4,6,5,5,6,5,4,5,4,FALSE
193,39,2,2s,201,0,holiday ideas,0,0,I saw an enticing page of relaxed holiday makers good looking 20 somethings and anyone looking at the page would want to be there too,0,1,0,5,6,6,6,6,5,5,5,5,5,FALSE
194,39,3,2s,253,0,Dynafit would be your travel company of choice for an exciting safari adventure,0,0,A travel company  ready to organise a holiday of a lifetime in Africa,0,0,0,4,4,5,6,5,5,5,5,6,5,FALSE
195,39,4,2s,232,0.5,weather updates,1,0,In 2 seconds all I managed to see was different pics of weather and the temperatures,1,1,0,4,4,6,6,6,6,5,5,5,5,FALSE
196,39,5,2s,213,1,A convenient takeaway for city dwellers and office workers,0,0,I recall seeing fastfood options shown in boxes from what seemed to be a takeaway food business,0,1,0,3,3,5,3,4,3,3,4,4,3,FALSE
197,39,6,2s,176,0,not sure,0,0,It looked like something to do with real estate,0,0,0,3,2,2,3,2,3,3,2,2,3,FALSE
198,40,1,2s,319,0,sustainable clothes,1,0,it had pictures of clothes,0,1,0,6,6,6,6,6,6,6,6,6,6,FALSE
199,40,2,2s,62,1,vacations,0,0,it sold vacations,0,0,0,6,6,6,6,6,6,6,6,6,6,FALSE
200,40,3,2s,77,1,hiking equipment,1,0,it had pictures of hiking equipment,0,0,0,6,6,6,6,6,6,6,6,6,6,FALSE
201,40,4,2s,79,1,it provides weather forecasts,1,0,it had weather forecasts,0,0,0,6,6,6,6,6,6,6,6,6,6,FALSE
202,40,5,2s,97,0,lego and toys,0,0,it had pictures of toys,0,1,0,6,6,6,6,6,6,6,6,6,6,FALSE
203,40,6,2s,77,1,technology,0.5,0,it had pictures of technology,0,1,0,6,6,6,6,6,6,6,6,6,6,FALSE
204,41,1,2s,206,0,sustainable clothing,1,0,An over informative site dealing with sustainable clothing,0,0,0,2,3,3,3,4,3,2,4,3,2,FALSE
205,41,2,2s,267,0,Holiday trips mainly for the younger adults. Very colourful and very upbeat,0,1,This was an advert for a holiday company aimed at younger people say 25-38. Very upbeat and bright images showing people enjoying themselves,1,0,1,5,7,7,6,5,6,7,7,6,7,FALSE
206,41,3,2s,176,0,a service product possible to do with the motor industry,0,0,A company offering a service for items in the industrial sector,0,0,0,5,4,6,4,6,4,4,5,5,4,FALSE
207,41,4,2s,219,1,weather reports from many different areas showing a lot of detail as to rain wind etc,1,0,A very detailed page showing expected weather summaries,0,1,1,2,3,6,3,3,2,2,5,4,3,FALSE
208,41,5,2s,177,1,Tickets for a zoo?,0,0.5,very bold in your face and attractive,0,0,1,3,6,4,6,3,4,6,6,3,7,FALSE
209,41,6,2s,197,1,Different articles about modern technologies,1,0,An information packed website dealing with a variety of tech articles aimed at the professional person,1,1,1,2,2,6,4,4,5,2,4,4,2,FALSE
210,42,1,2s,93,1,sustainable clothing,1,0,Children models in clothing,0,1,0,6,4,5,5,6,4,3,5,6,3,TRUE
211,42,2,2s,73,1,Eye products,1,0,they had a campaign to get something done before summer holidays. something regarding contact lenses,0,1,0,4,3,4,4,4,3,3,4,5,3,FALSE
212,42,3,2s,94,1,outdoor gear,1,0,"There was a leapord face, people running on a mountain, category options for backpacks, foot gear and 2 others",1,3,0,4,5,5,5,5,5,5,5,6,5,FALSE
213,42,4,2s,90,1,Information on the weather,1,0,Large weather map with some specific locations listed on the right,1,2,0,6,4,5,4,6,3,3,4,7,4,FALSE
214,42,5,2s,77,1,Pet related products,1,0,some products shown on the page,0,0,0,4,3,4,3,5,3,3,4,5,3,FALSE
215,42,6,2s,75,1,Technology news,1,1,multiple articles regarding technology,0,1,0,3,3,5,3,5,4,3,4,6,4,FALSE
216,43,1,2s,102,1,childrens clothes,1,0,a simply structered website that sold childrens clothes,0,0,1,6,4,6,4,3,3,4,5,6,4,FALSE
217,43,2,2s,104,1,care for people?,0,1,a blue themed website and a couple pictured on the screen,1,1,1,6,4,6,4,5,4,3,4,6,3,FALSE
218,43,3,2s,140,1,not sure,0,0,a website called hillsport that had a big picture of a tiger on the front.,0,1,0,4,5,3,3,4,3,3,4,5,3,FALSE
219,43,4,2s,120,1,it provides weather updates,1,0,a weather forecast that shows its rainy and a quation in a yellow box that asks is it rainy,1,2,0,6,6,7,5,4,5,4,6,6,5,FALSE
220,43,5,2s,120,1,i think it provides pet food,1,1,a yellow logo that is called mega zoo and had items at the bottom for sale,1,2,0,4,6,5,4,3,4,4,5,6,4,FALSE
221,43,6,2s,138,1,showed news,0.5,0,website called tech-live and images of people on their phones and the logo was black and red,1,2,0,5,5,4,3,5,4,3,4,4,3,FALSE
222,45,1,2s,110,1,Sustainable clothing for everyone - womens mens and childrens clothes.,1,0,"There were 3 main images - a man, a woman, and a child with different coloured pastel backgrounds which were tabs to go to menswear womenswear and children's clothes. It was quite a simple website with soothing pastel colours. ",2,2,2,6,6,6,6,6,5,3,5,6,4,FALSE
223,45,2,2s,90,1,Holidays and Vacations,0,1,"It was called I-care and sold cheap vacations. The main image had a man wearing sunglasses, and the main colour used was sky blue. ",0,1,1,5,5,5,4,4,3,3,4,5,4,FALSE
224,45,3,2s,89,1,They sell backpacks and footwear and outdoor gear,1,0,The main image was of a snow leopard and there were image tabs below for the product categories - footwear and backpacks and others.,1,2,0,6,6,6,5,5,5,4,6,7,5,FALSE
225,45,4,2s,70,1,It provides weather reports,1,0,"There was a main image with a weather report map and then a tab down the side with weather for different places, one of them was prague,",1,3,0,4,3,7,3,6,2,2,5,7,2,FALSE
226,45,5,2s,119,1,I don't know,0,0,The main colour used was yellow and the website was selling products. There was a little pot plant in an image that I saw.,1,1,1,3,3,5,2,2,1,4,3,2,4,FALSE
227,45,6,2s,69,1,It reports on tech news,1,0,"There were tabs down each side, and a main section in the middle with news stories. One was about batteries. ",1,3,0,1,1,5,1,5,2,2,3,5,2,FALSE
228,46,1,2s,84,1,Clothing,1,0,clothing retailer for adults and children.,0,0,0,6,5,5,5,5,5,3,5,5,4,FALSE
229,46,2,2s,98,0.5,vacations?,0,1,I think it was for booking vacations?,0,0,0,6,4,4,4,5,4,3,3,5,3,FALSE
230,46,3,2s,122,1,Sports clothing,1,0,had a large image of a snow leopard. looked nice,0,1,0,5,5,5,4,5,4,4,5,5,4,FALSE
231,46,4,2s,92,1,weather predictions,1,0,it was a site to give weather predictions. it looked nice and simple.,0,0,1,6,5,6,6,6,4,4,6,6,5,FALSE
232,46,5,2s,139,1,Animal Products,1,0,Site seems to sell products for animals. Was very colourful,0,0,1,5,3,4,3,5,2,3,3,5,3,FALSE
233,46,6,2s,132,1,News,0.5,0,looked like a site that showed articles about tech news.,0,0,0,2,3,3,4,4,4,2,3,3,2,FALSE
234,47,1,2s,151,1,"clothes for men, women and children",1,0,"pictures of women, men and children wearing white or stripy clothes",0,1,0,7,5,5,4,4,4,5,6,5,4,FALSE
235,47,2,2s,92,1,Vacations,0,0.5,Family on the beach.,0,1,0,7,6,5,5,4,4,5,6,6,4,FALSE
236,47,3,2s,111,1,not sure,0,0,saw a jaguar and word Collection,1,2,0,7,5,4,4,4,4,5,5,4,4,FALSE
237,47,4,2s,120,1,weather forecast,1,0,I saw a weather infotmation,0,0,0,7,5,4,4,5,4,5,6,6,4,FALSE
238,47,5,2s,78,1,not sure,0,0,I am not sure what I saw,0,0,0,4,4,4,4,4,4,4,4,4,4,FALSE
239,47,6,2s,187,1,something to do with tech,0.5,0,a lot of writting and picture of white vagon,0,0,1,4,4,4,4,4,4,3,5,5,4,FALSE
240,50,1,2s,132,1,"clothing for men, women and children",1,0,"There were three photos below labelled for mens, womens and childrens clothing, presumably links to those sections. The page was very simple and plain with a lot of empty space. There were pictures of models appearing casual and friendly in poses that highlighted their outfits. 
There were some small menus at the top of the page and possible a search bar. ",3,3,2,7,5,6,4,5,4,4,5,7,4,FALSE
241,50,2,2s,118,1,"Sunglasses, possibly regular glasses too, and optical services",1,1,"There was a ""book appointment"" button on the top right I think. There were pictures of models in sunglasses. The page was very blue and ""sunny"" feeling, as if relating to travel",1,2,1,5,5,4,4,3,3,4,4,3,4,FALSE
242,50,3,2s,140,1,Outdoor clothing and equipment I believe.,1,0,There was a large picture of a tiger in the main screen on the left. There were four pictures at the bottom of the page labelled with shopping categories. Most of the web page was large clear images. There was a lot of red.,2,2,1,5,6,6,7,5,5,6,6,7,6,TRUE
243,50,4,2s,125,1,Provides weather forecasting,1,0,"The main part of the web page featured a representation of a map with weather information over it. on the right hand side there was a table with weather information, possibly for different days or areas. There was a lot of information packed into the space so it was difficult to know where to focus attention, although this is probably easier once familiar with the page. ",2,2,1,3,3,4,4,5,4,3,4,5,4,FALSE
244,50,5,2s,88,1,Pet/animal products. food/toys/enrichment?,1,0,"There were photos for different sections including ""terrariums"". there was empty space in the top section around the webpage name.",1,2,0,3,2,3,2,4,2,3,3,4,4,FALSE
245,50,6,2s,108,1,news and information about technology,1,0,"There were multiple sections each containing multiple articles - the centre main as well as at least one section on the left and, I think, two sections on the right. It was not immediately clear what the grouping of articles it was or what the different sections referred to. It felt similar to a newspaper page",2,2,0,2,2,3,3,2,3,2,3,2,2,FALSE
246,2,1,5s,45,1,sustainable clothes,1,0,"pqale, bland not very inviting",0,0,1,6,5,4,3,4,4,4,3,3,3,FALSE
247,2,2,5s,22,1,vacations,0,1,bright colourful inviting,0,0,1,5,5,4,4,5,5,5,5,5,5,FALSE
248,2,3,5s,42,0.5,athletic gear,1,0,"big tiger, people running up hill, not too much information",0,2,0,3,4,4,4,3,3,3,4,4,4,FALSE
249,2,4,5s,39,1,the weather forecast,1,0,"lots of information, not overly colourful",0,0,2,3,4,3,4,4,3,3,3,4,4,FALSE
250,2,5,5s,48,1,pet items,1,1,"very busy, lots to look at, colourful",0,0,2,3,4,4,4,4,3,3,4,3,4,FALSE
251,2,6,5s,36,1,batteries,0,0,"too many words, couldnt concentrate",0,0,0,1,1,2,3,3,3,4,4,3,4,FALSE
252,3,1,5s,114,1,clothing for all ages and genders,1,0,sleek website with big picture in the middle then panels of pictures at the bottom with categories,1,2,0,7,6,6,6,5,5,5,6,7,5,FALSE
253,3,2,5s,95,1,sunglasses or eye protection,1,1,blue webpage  with picture in the middle of people at the beach,1,1,1,3,4,3,3,4,2,2,2,3,2,FALSE
254,3,3,5s,208,1,sportswear,1,0,"blueish website homepage,  with big cat on the big picture, ",0,1,1,6,5,6,4,5,5,3,5,5,5,FALSE
255,3,4,5s,223,1,the website shows  you the weather foecast,1,0.5,title and navigation bar at the top with big map picture with different locations with corresponding weather and more option on the  right,2,3,0,3,3,5,3,5,4,5,5,5,5,FALSE
256,3,5,5s,100,1,pet food,1,1,yellow themed page with picture of dog and pet food.,1,1,1,4,5,5,5,4,3,4,5,5,5,FALSE
257,3,6,5s,962,1,batteries or technology,0.5,0,looked like there was alot information on the page with a title in bold writing that,1,1,1,2,2,3,3,3,2,3,3,3,3,FALSE
258,4,1,5s,64,1,clothing,1,0,"advetising clothing, for men women and children. great colours",1,1,0,4,5,4,5,4,4,5,4,5,4,FALSE
259,4,2,5s,96,1,"glasses, sports glasses, sunglasses",1,0,"picture of families and vacation locations. advertising sunglasses, sports glasses etc",0,1,0,6,6,6,5,5,4,4,4,4,6,FALSE
260,4,3,5s,61,1,sports gear,1,0,i found it to have a lot going on so hard to remember,0,0,0,3,6,4,4,5,4,4,4,5,5,FALSE
261,4,4,5s,424,1,news about the weather,1,0.5,unsure,0,0,0,4,5,4,5,4,4,4,4,4,4,FALSE
262,4,5,5s,67,1,food?,0,0,colourful,0,0,1,4,4,4,4,4,4,5,5,5,5,FALSE
263,4,6,5s,128,1,"too complicated, alot going on",0,0,"there was too much going on, too much writing. hard to take anything in",0,0,1,2,2,2,4,4,2,4,4,4,4,FALSE
264,5,1,5s,118,1,sustainable fashion for men women and kids,1,0,the web page had three people a women and a child and a man in bright clothing. it had a company name in white writing with blue background called whistles and it said ti sold sustainable clothing,2,3,0,4,3,5,4,5,4,3,5,6,3,FALSE
265,5,2,5s,104,1,eyewear contact lenses sunglasses,1,0,it had 3 main boxes at the bottom of the web page one for contact lenses one for sunglasses and one for eye wear. it featured people including children and had the company name I-CARE at the top of the page,2,3,0,4,3,5,3,4,2,2,3,3,3,FALSE
266,5,3,5s,105,1,clothing,1,0,it was a very ugly website with a large leopard or big cat as the main image and it was laid out in a confusing way and hard to look at due to a mix of fonts and colours,1,1,1,2,1,2,1,4,1,2,2,1,1,FALSE
267,5,4,5s,75,1,weather information,1,0,blue and white website design with cheap looking graphics. tabs across the top for radar information and weather reports,1,2,1,3,2,3,2,4,2,3,4,2,2,FALSE
268,5,5,5s,149,1,pet supplies,1,1,I saw a page with a large cardboard box the website was messy and hard to look at. there were three products in boxes at the bottom of the page and the colours were horrible.,2,2,2,3,1,5,3,5,3,2,2,4,3,FALSE
269,5,6,5s,120,1,news articles,0.5,0.5,it was a website that was white and black and had a lot of possible links to other articles laid out in a sort of news style setting. it was clean and functional and looked very simple,1,1,2,6,6,7,6,5,5,4,5,6,4,FALSE
270,6,1,5s,95,1,"Sells mens, womens, and childrens clothes",1,0,"It was simple, stylish, easy to navigate, not busy webpage enabling you to shop clothes online. Weird logo though - seemed not connected to the website",1,1,3,7,7,7,7,5,6,6,7,7,4,FALSE
271,6,2,5s,62,0.5,contact lenses and glasses,1,0,"Clear, smiley people wearing sunglass. Not much going on",0,1,0,7,7,6,5,6,3,4,4,6,4,FALSE
272,6,3,5s,78,0,outdoorsy shoes and clothes,1,1,"Big animal, a bit too much and scary, offers, clear menu of options",1,2,1,5,3,6,2,4,4,5,4,3,3,FALSE
273,6,4,5s,82,1,Provides weather information and prognosis,1,0,"Had a map of areas with weather indicated, prognosis for Prague, natural blue colours",1,2,1,6,5,6,5,4,4,6,6,6,6,FALSE
274,6,5,5s,70,0.5,Animal food and accessories,1,0,"A lot going on, a lot of picures and text, only thing I can remember is pick up in branch or deliver",1,1,1,2,4,2,3,4,4,4,3,2,4,FALSE
275,6,6,5s,49,1,Looks like an online magazine,0.5,0,A bunch of articles,0,1,0,2,3,2,4,6,3,2,3,3,4,FALSE
276,7,1,5s,99,1,kids clothing,1,0,"different sections for different types of clothing, clothing for boys and girls",0,1,0,6,5,5,4,5,4,4,5,5,4,FALSE
277,7,2,5s,121,1,provides glasses and contact lenses,1,1,website advertising about being ready for a vacation in order to make customers aware of their products made for sunlight,1,1,0,6,6,6,5,5,6,5,6,7,5,FALSE
278,7,3,5s,149,1,"sells clothing for hiking, mounting climbing and other extreme sports and activities",1,0,"large options for categories to navigate, offering different items to sell for different needs",0,1,0,5,5,5,4,4,6,4,5,4,4,FALSE
279,7,4,5s,123,1,provides news about the weather in different locations,1,0,a map with areas showing the estimated temperature and weather conditions,1,1,0,6,5,6,5,6,3,4,6,6,4,FALSE
280,7,5,5s,176,1,provides toys and food supplies for pets,1,1,"looked like a website where you could buy treats, food and toys for pets. it had a list you could scroll through and subheadings",1,2,0,7,7,7,5,6,4,4,7,7,4,FALSE
281,7,6,5s,145,1,provides news on the latest gadgets and technology being developed and used,1,1,"and article style layout, a few pictures indicating what the site might have been about",0,1,1,3,2,4,3,6,5,3,4,3,1,FALSE
282,8,1,5s,121,1,"Clothes, sustainable fashion for everyone. ",1,1,"Whistles, sustainable clothes. Quite neutral colours. A mens sections with a man picture, womens and childrens the same at the bottom. ",2,2,1,7,6,5,5,5,4,4,5,6,4,FALSE
283,8,2,5s,110,1,Eye things and holiday things,0.5,1,"A beach picture. A bright white page. Fresh, not many things to select. ",0,1,2,7,7,6,6,4,4,4,5,7,4,FALSE
284,8,3,5s,109,1,Outdoor walking/sports equipment,1,0,"It was like an outdoor sports website, there was a lion or tiger as a logo I think. Some sections like footwear at the bottom",1,2,0,6,6,6,5,5,5,4,6,6,4,FALSE
285,8,4,5s,90,1,The weather information,1,1,A pretty normal looking weather website. Info of the day. A side section with info of the week. An article about an iceberg.,1,3,0,6,4,6,4,5,4,4,5,5,4,FALSE
286,8,5,5s,104,1,Pet products,1,1,"A website for pets/products. Quite colourful, banners at the top. ",0,1,1,6,4,6,4,5,4,4,5,6,4,FALSE
287,8,6,5s,138,0,"Information website, news media, most read on the right hand side. ",0.5,0,"It was a website for information, news pages. Most read on the right hand side. some big articles in the middle. and lots n the left hand side too.",1,3,0,3,5,5,5,4,5,5,5,5,5,FALSE
288,9,1,5s,99,1,Sustainable fashion for everyone,1,0,"At the top there was a small logo. Furtherdown were pictures of a child, a woman, and a man wearing the brand's clothes. ",1,2,0,6,5,5,5,5,4,4,5,5,5,FALSE
289,9,2,5s,94,1,Glasses and eyewear,1,1,"It featured a prominent headline of summer offers, with a photograph of a family on the beach on the left-hand side. Below, there were three photoboxes advertising different categories, such as sunglasses.",2,3,0,5,5,5,5,5,5,4,5,5,5,FALSE
290,9,3,5s,129,1,Mountaineering and sports items/clothing,1,0,"There is a big picture of a snow leopard in the foreground, with a woman running up a mountain in the background. Below are three more images with text to click on, featuring the different categories of products.",2,3,0,5,5,5,5,5,5,4,5,5,5,FALSE
291,9,4,5s,110,1,It is a weather forceasting website.,1,1,"It is a weather forecasting website. It includes the forecast of a given day as well as coming days, using typical symbols of forecasting including clouds and suns. These use up a significant part of the screen.",2,2,0,5,5,5,4,5,2,4,5,3,5,FALSE
292,9,5,5s,136,1,Pet food and pet related items,1,0,"It's a store of pet-related items. At the top, it featured a horizontal bar of  categories, including cat, dog, small mammal, etc. Further down, it featured specific products and their prices as well. ",2,2,0,5,3,5,4,5,3,3,4,5,4,FALSE
293,9,6,5s,102,1,News of tech,1,0,"ON the sidebar there were several blocks of text, presumably of different articles. In the middle there was a headline and picture. Further down there were smaller pictures each relating to a specific article. ",2,3,0,3,3,5,4,5,2,2,3,2,2,FALSE
294,10,1,5s,105,1,Pyjamas,0,0,"pyjama website with designs for men, women and children, the designs looked quite fun and engaging, almost child-like/cartoonish in design. ",1,1,1,6,6,6,5,6,5,4,6,7,5,FALSE
295,10,2,5s,93,1,Eye care products,1,0.5,"different eye care products, slightly misleading as I initially thought this website was about holidays. I'd guess the products are things like contact lenses, sunglasses maybe. ",1,1,0,2,2,1,2,2,2,2,2,1,2,FALSE
296,10,3,5s,75,1,outdoor gear,1,0,"selling outdoor gear, coats, backpacks etc ",0,0,0,6,6,5,4,6,4,3,6,6,4,FALSE
297,10,4,5s,76,1,Weather forecast,1,0.5,"weather map with weather conditions and forecast, I believe the forecast was rain and clouds. ",1,2,0,4,3,3,3,5,2,2,3,4,4,FALSE
298,10,5,5s,130,1,"animal products, feed i believe ",1,0,"website selling animal product, I believe it was feed. I can recall the headings across the top with the different animals listed. ",1,1,0,3,3,2,3,2,2,5,4,3,6,FALSE
299,10,6,5s,85,1,tech news,1,0,"Website on tech news, main central column, two subordinate columns to the right and left with other news stories. ",1,2,0,1,2,1,1,1,1,1,1,1,1,FALSE
300,11,1,5s,128,1,"Clothing, for children, men and women",1,0,"The website wasn't crowded with information, very simply showing that it sells clothing for men, women and children.",1,1,1,6,5,5,5,5,4,4,5,5,5,FALSE
301,11,2,5s,103,1,Corrective Eyeware,1,1,"The website contained information for glasses, sun glasses and contact lenses. ",0,1,0,5,5,5,5,4,5,6,6,5,5,FALSE
302,11,3,5s,144,1,Outdoors equipment,1,0,"The website was relating to outdoors activities, there was a tiger/lion in the large picture and 2 people hiking next to it. The bottom of the page showed the products that they were selling. I wasn't sure of the relevance of the tiger/lion at a glance.",2,3,0,5,6,6,6,5,5,6,6,5,6,FALSE
303,11,4,5s,116,1,Weather forecasting,1,0,"The website had quite a lot of information to take in, there was a lot of weather symbols and an orange banner top right regarding rain.",1,2,0,3,4,5,4,3,4,4,5,4,5,FALSE
304,11,5,5s,108,1,Pet supplies,1,0,"I wasn't able to take much in from the page, there was a lot of things to look at but I grasped that the overall theme was pets.",0,0,1,3,5,3,4,3,4,4,4,3,4,FALSE
