,respondent,task,interval,time,company,purpose,purpose_eval,detail,description,desc_eval_comp,desc_eval_elem,desc_eval_char,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,familiarity
121,26,2,2s,66.0,1.0,contact lenses,1.0,1.0,a beach with a family om it then i saw the word contact lenses and a picture of someone putting one in,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
122,26,3,2s,48.0,1.0,sports gear,1.0,0.0,a white tiger,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
123,26,4,2s,50.0,1.0,tells you the weather,1.0,0.0,a website that updates you on the weather,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
124,26,5,2s,42.0,1.0,i dont know,0.0,0.0,i dont know,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
125,26,6,2s,74.0,1.0,i didnt get to see but from what i saw it looked like some sort of home?,0.0,0.0,i didnt get to see much before it went off,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
126,28,1,2s,139.0,1.0,Clothing,1.0,0.0,"circular logo
3 pictures of people modelling clothes",-,-,-,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,False
127,28,2,2s,144.0,1.0,eye care products,1.0,0.0,"logo and phone number at top of page
large picture with caption 'are you ready for vacation?'
blue and white theme",-,-,-,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,False
128,28,3,2s,119.0,1.0,outdoor equiptment?,1.0,0.0,picture of wild cat with 2 people running up hill,-,-,-,2.0,5.0,1.0,4.0,4.0,4.0,6.0,2.0,1.0,5.0,False
129,28,4,2s,145.0,1.0,weather forecasts,1.0,0.0,displays symbols relating to weather forecast,-,-,-,5.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,False
130,28,5,2s,143.0,1.0,dont know,0.0,0.5,yellow and black logo,-,-,-,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,False
131,28,6,2s,148.0,1.0,Technology news stories,1.0,0.0,"Blocks of text with sub headings down left hand side
Newspaper style",-,-,-,3.0,6.0,7.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,False
132,29,1,2s,118.0,1.0,"Sustainable fashion for men, women, and children.",1.0,0.0,"It was very clean looking with limited information, pictures, and colours. This made it easy to scan quickly and take in most things that were on the page (at least in general). There was a men's, women's, and children's section all of which were linked in the biggest bottom part of the page. The logo was in the top left corner and across the top of the page there seemed to be a menu of sorts. ",-,-,-,7.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,False
133,29,2,2s,123.0,0.0,Eyewear (including contacts),1.0,1.0,"I tried to look more at the main body of the page and so didn't take in the top (including the name and logo). The main body featured a large picture of what I think were 2 children, or 1 child and 1 adult hugging. I think they were wearing sunglasses and I think my first instinct was that this was a travel website until I looked the categories below the big picture which included glasses and contacts - then I got really confused and then my time was up.",-,-,-,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,False
134,29,3,2s,114.0,0.5,Outdoor clothing and equipment,1.0,0.0,"The page had a big tiger in the middle. Again, there was a menu across the top, with at the bottom of the page various options for direct categories - the first of which was clothing. The page was primarily in blue and red and featured pictures of mountains (I think) indicating the outdoorsiness of the brand and its products.",-,-,-,6.0,5.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,5.0,False
135,29,4,2s,110.0,1.0,It gives weather information,1.0,1.0,The page had the logo in the top left followed by a menu across the top of the page. On the left of the page was a map with the weather depicted with standard weather symbols - quite a few suns! On the right were links to subpages as well as temperature (I think) predictions for the rest of the week.,-,-,-,6.0,5.0,7.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,False
136,29,5,2s,119.0,1.0,"Animal food (I think), at least animal related products",1.0,0.0,It was quite colourful with various pictures of different animals including a rooster. The logo was in the top left and looked a bit cheap. It wasn't clear from the 2 second viewing whether they sold various animal products or just animal food. There was also a menu at the top with some offers I think spread across the page. ,-,-,-,3.0,3.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,False
137,29,6,2s,226.0,1.0,Tech news,1.0,0.0,It looked like a news website with various articles with headlines and accompanying pictures for every news article. The articles all seemed to be related to technology - I saw some pictures and articles that looked more like clickbait with others seemingly related to crypto. It was quite full overall and there didn't seem to be much structure to the page.,-,-,-,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,False
138,30,1,2s,65.0,1.0,Sustainable clothing,1.0,0.0,Sells sustainable clothing for all ages and genders,-,-,-,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,False
139,30,2,2s,66.0,1.0,Eye wear,1.0,0.0,Sells eye wear for different occasions,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,6.0,False
140,30,3,2s,93.0,1.0,Hiking equipment???,1.0,0.0,Big leopard on front page,-,-,-,3.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,False
141,30,4,2s,95.0,1.0,Shows the weather,1.0,1.0,Quite cheap however has useful information,-,-,-,4.0,2.0,5.0,2.0,7.0,1.0,2.0,5.0,5.0,2.0,False
142,30,5,2s,130.0,1.0,Stuff for pets,1.0,0.0,Quite cheap gives vibes of shops which always say they have big discounts and sales,-,-,-,5.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,False
143,30,6,2s,67.0,1.0,Shows articles about current tech news,1.0,0.5,Quite clearn layout however is abit too crowded,-,-,-,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,False
144,31,1,2s,148.0,1.0,clothing ,1.0,0.0,"very simple looking page with a male, female and younger child, there was a logo and name in the top left corner Whistles this wasnt the easiest to read, the colours were blue and yellow, yellow being very dominent, at the bottom looked like the 3 catagories you would be able to click on ",-,-,-,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,False
145,31,2,2s,153.0,1.0,glasses,1.0,1.0,"holiday seen in the top left picture, looked like they were sellign sunglasses, very light looking website, there were 3 large boxes below which looked like they could be clicked on, I-care logo at the top left of the page ",-,-,-,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,False
146,31,3,2s,137.0,1.0,outdoor clothing ,1.0,0.0,"hillspot name in the top left corner, a large leopard or cheetah dominent picture, then 4 boxes towards the bottom with clothing, footwear and 2 other options to click on. ",-,-,-,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,False
147,31,4,2s,119.0,1.0,provides weather forecasting ,1.0,0.0,"blue being the dominent colour, a large map of the US with the local weathers, down the right hand side looked like the weekly forecast ",-,-,-,3.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,False
148,31,5,2s,124.0,1.0,food ,0.0,0.5,"red circle and lots of yellow, 4 items in a row that were for sale ",-,-,-,5.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,False
149,31,6,2s,158.0,1.0,"unknown, lots of writing, the page looked very chaotic ",0.0,0.0,"the page had lots of small writing all over the page with a large picture at the top and some sort of article underneath, it was very chaotic in its layout and not very easy to view ",-,-,-,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,False
150,32,1,2s,49.0,1.0,sustainable fashion,1.0,0.0,Images of people in items for sale on the website,-,-,-,5.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,5.0,4.0,False
151,32,2,2s,64.0,1.0,Sunglasses/contact lenses for holidays,1.0,0.0,Number of images advertising either sun glasses or contact lenses ,-,-,-,5.0,3.0,5.0,4.0,6.0,2.0,5.0,4.0,3.0,5.0,False
152,32,3,2s,67.0,1.0,Sporting gear,1.0,0.0,"Lots of separate images, not much text, big cheetah and some pictures of mountain/sports",-,-,-,6.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,False
153,32,4,2s,74.0,1.0,Weather forecast,1.0,0.0,"Weather forecast website, with a central European forecast with varius temperatures",-,-,-,5.0,3.0,5.0,4.0,7.0,4.0,3.0,5.0,6.0,4.0,False
154,32,5,2s,56.0,1.0,Pet food/equipment,1.0,0.0,A number of items for sale,-,-,-,5.0,3.0,5.0,4.0,5.0,3.0,4.0,6.0,5.0,4.0,False
155,32,6,2s,57.0,1.0,Technology reviews,0.5,0.0,Tech review website with lots of tech review articles,-,-,-,3.0,4.0,3.0,5.0,5.0,4.0,5.0,6.0,3.0,5.0,False
156,33,1,2s,132.0,1.0,Clothing for Children and Adults,1.0,1.0,"Large image of child in t-shirt across the top then 3 categories on the bottom each with a picture showing mens, womens and kids clothing. ",-,-,-,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,False
157,33,2,2s,114.0,1.0,Eyewear,1.0,1.0,A family on the beach in the sun as well as a woman running and a couple together. All people had sunglasses on,-,-,-,6.0,6.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,6.0,False
158,33,3,2s,118.0,1.0,Outdoor adventure clothing and apparel,1.0,0.0,Large picture of wild cat next to some hikers. Different categories along the bottom,-,-,-,5.0,5.0,7.0,4.0,5.0,7.0,7.0,6.0,6.0,6.0,False
159,33,4,2s,94.0,1.0,Weather information,1.0,0.0,"Map of forecast information for current day as well as a week breakdown, further information on the right side of the screen,",-,-,-,7.0,4.0,7.0,3.0,7.0,4.0,4.0,4.0,7.0,4.0,False
160,33,5,2s,143.0,1.0,Decorative garden ornaments,0.0,1.0,Images of products and and different categories along the top of the page. Big bright coloured text across the left side,-,-,-,6.0,2.0,6.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,False
161,33,6,2s,150.0,1.0,News website for technology related stories,1.0,1.0,"Very wordy page with lots of articles, bright orange picture in the body of the website. List of articles at the right of the screen",-,-,-,2.0,2.0,6.0,3.0,7.0,5.0,1.0,3.0,4.0,1.0,False
162,34,1,2s,96.0,1.0,Sells clothing,1.0,0.0,Clothing for a range of ages - had an image of an adult and child,-,-,-,5.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,False
163,34,2,2s,72.0,1.0,Sells sunglasses,1.0,1.0,"Shop for sunglasses, advertised a range for vacation",-,-,-,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,False
164,34,3,2s,89.0,1.0,Sells sport clothing,1.0,0.0,"Illustration of a jaguar type animal, sells sport gear",-,-,-,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False
165,34,4,2s,58.0,1.0,Weather news,1.0,0.0,Forecast of weather,-,-,-,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,False
166,34,5,2s,68.0,1.0,Animal food,1.0,1.0,"Yellow theme, shope for animal products",-,-,-,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,False
167,34,6,2s,78.0,1.0,Tech news,1.0,0.0,News website,-,-,-,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,False
168,35,1,2s,76.0,1.0,Sustainable fashion,1.0,0.0,Clothing shop promoting sustainable fashion for women and children,-,-,-,6.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,False
169,35,2,2s,106.0,1.0,"eyeware - glasses, contact lenses",1.0,1.0,"Page made up of different graphics. Central image and then smaller images for glasses, sunglasses and contact lenses",-,-,-,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,False
170,35,3,2s,143.0,1.0,Outdoor sporting goods,1.0,0.0,Website for the sale of outdoor sports goods. Large graphic with cheetah or leopard. smaller boxes with different graphics representing different outdoor activities,-,-,-,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,False
171,35,4,2s,105.0,0.0,Weather forecasts,1.0,1.0,Looked like a weather forecast web page. Large graphic in centre with map which showed rain.,-,-,-,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,5.0,4.0,False
172,35,5,2s,74.0,1.0,pass,0.0,0.0,unable to describe as it wasn't clear what was being offered,-,-,-,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,False
173,35,6,2s,86.0,1.0,Information on technology,1.0,0.0,text down either side with graphic in the middle,-,-,-,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,False
174,36,1,2s,200.0,1.0,night clothes,1.0,0.0,"there were pictures of a man, a woman, and a girl child. They were all wearing striped night clothes. ",-,-,-,6.0,5.0,6.0,5.0,6.0,5.0,1.0,5.0,6.0,4.0,False
175,36,2,2s,190.0,0.0,Glasses and contact lenses,1.0,0.0,"A large picture showing the text ready for the holidays. Three picture below for contact lenses, glasses, and something else, perhaps sunglasses",-,-,-,5.0,4.0,6.0,4.0,6.0,3.0,1.0,5.0,6.0,3.0,False
176,36,3,2s,196.0,0.0,"outdoor clothes, backpacks, and boots.",1.0,0.0,"A picture of a leopard, smaller pictures of outdoor clothes, boots, and other stuff shown in an mountain walking settings",-,-,-,5.0,5.0,6.0,5.0,6.0,5.0,2.0,5.0,6.0,3.0,False
177,36,4,2s,135.0,1.0,Weather forecasts,1.0,0.0,"A map with blue weather symbols on it, showing the weather for that day.",-,-,-,6.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0,7.0,5.0,False
178,36,5,2s,235.0,1.0,cheap garish tat.,0.0,0.0,"There were a large number of garish coloured, badly photographed cheap products, the sort of stuff street traders try to sell at haloween",-,-,-,3.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0,False
179,36,6,2s,153.0,1.0,Information about gadgets and technology,1.0,0.0,"There were a lot of pictures for a variety of stories, with a short summary for each story",-,-,-,3.0,3.0,5.0,3.0,6.0,3.0,2.0,4.0,5.0,2.0,False
180,37,1,2s,146.0,0.0,Clothes - mostly womrns tops,1.0,0.0,"a number of models wearing bright tops , they looked approachable",-,-,-,4.0,4.0,7.0,3.0,6.0,4.0,4.0,6.0,4.0,2.0,False
181,37,2,2s,102.0,0.0,Sunglasses,1.0,1.0,This showe parents and children in swimwear/holiday clothes wearing sunglasses,-,-,-,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,False
182,37,3,2s,139.0,0.5,Clothing for expeditions in the great outdoors,1.0,1.0,"A large grey and white wild cat - maybe a cheetah, also pictures of shoes and backpacks and clothing",-,-,-,4.0,7.0,6.0,7.0,4.0,6.0,6.0,7.0,6.0,5.0,False
183,37,4,2s,109.0,1.0,Images of weather,1.0,0.0,Many charts about the weather,-,-,-,3.0,7.0,7.0,5.0,4.0,5.0,1.0,6.0,4.0,5.0,False
184,37,5,2s,125.0,0.0,food,0.0,0.0,This had images of take away food in their cartons - some of which appeared to be recycleable,-,-,-,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,False
185,37,6,2s,118.0,0.0,storage,0.0,0.0,"A woman looking surprised/upset, a large white building",-,-,-,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,False
186,38,1,2s,220.0,1.0,"Sustainable fashion, for children and adults",1.0,1.0,The web page was light in colour and had an airy feel about it. It showed a picture of a girl wearing a pale yellow t-shirt with a hedgehog on it.  Further down it looked like an adult wearing a similar t-shirt in pastel colours too.  ,-,-,-,6.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,False
187,38,2,2s,286.0,1.0,It sells glasses for different scenarios such as sport and vacation,1.0,0.0,"It was light and bright in colour,  I could see there were different people wearing glasses.  I also read captions that said 'ready for vacation' and 'sport glasses' The web page wasn't too overcrowded so I could take more of it in ",-,-,-,5.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,False
188,38,3,2s,368.0,1.0,"I think it's sporting equipment, only because it said 'Focus on collection this fall' and it's called Hillsport so I presumed that's what it must be.",1.0,0.0,"There were quite a few colours going on.  There was a snow leopard pictured on a bright blue background and although it was called Hillsport and in another box it said 'focus on collection this fall' I didn't see any pictures of clothes, so quite confusing.  The pictures seemed to be in framed boxes,",-,-,-,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,False
189,38,4,2s,240.0,1.0,It provides weather forecasts.,1.0,0.0,"The colours were light, light blue and yellow, which was appropriate with it being a weather page. It gave the weather forecast, but I can't quite remember if it was a map or just the temperatures.  The page had quite a lot on it so hard to remember what was there.",-,-,-,3.0,5.0,5.0,4.0,6.0,3.0,3.0,4.0,3.0,3.0,False
190,38,5,2s,250.0,1.0,Pet products,1.0,0.0,"It was quite busy, and hard to take in a lot as there was a lot going on.  The colours were dark which gave it a miserable/dingy feel. There were items for animals on the page but I can't tell you individually what they were, I think there may have been an item to feed birds with.",-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
191,38,6,2s,299.0,1.0,"Advice on technology, difficult to tell as there were all sorts of pictures, a women with her hand to her head and a picture of some money,  So thought it must be given insights into tech rather than selling something.",1.0,0.0,"Very confusing, dark colours, lots of different pictures, difficult to know what they were selling or advising on, saw a picture of some money, and a picture of a women who seemed upset.  Looked boring and something someone would just switch off from because its so confusing.",-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
192,39,1,2s,240.0,1.0,Clothing for kids primarily ,1.0,0.0,I reasonable fashion retail outlet selling childrens clothing modelled by children ages approximately 11 or 12,-,-,-,4.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,False
193,39,2,2s,201.0,0.0,holiday ideas,0.0,0.0,I saw an enticing page of relaxed holiday makers good looking 20 somethings and anyone looking at the page would want to be there too,-,-,-,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,False
194,39,3,2s,253.0,0.0,Dynafit would be your travel company of choice for an exciting safari adventure,0.0,0.0,A travel company  ready to organise a holiday of a lifetime in Africa,-,-,-,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,False
195,39,4,2s,232.0,0.5,weather updates,1.0,0.0,In 2 seconds all I managed to see was different pics of weather and the temperatures,-,-,-,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,False
196,39,5,2s,213.0,1.0,A convenient takeaway for city dwellers and office workers,0.0,0.0,I recall seeing fastfood options shown in boxes from what seemed to be a takeaway food business,-,-,-,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,False
197,39,6,2s,176.0,0.0,not sure,0.0,0.0,It looked like something to do with real estate,-,-,-,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,False
198,40,1,2s,319.0,0.0,sustainable clothes,1.0,0.0,it had pictures of clothes ,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
199,40,2,2s,62.0,1.0,vacations,0.0,0.0,it sold vacations,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
200,40,3,2s,77.0,1.0,hiking equipment,1.0,0.0,it had pictures of hiking equipment,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
201,40,4,2s,79.0,1.0,it provides weather forecasts,1.0,0.0,it had weather forecasts,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
202,40,5,2s,97.0,0.0,lego and toys,0.0,0.0,it had pictures of toys,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
203,40,6,2s,77.0,1.0,technology,0.5,0.0,it had pictures of technology,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False
204,41,1,2s,206.0,0.0,sustainable clothing,1.0,0.0,An over informative site dealing with sustainable clothing,-,-,-,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,False
205,41,2,2s,267.0,0.0,Holiday trips mainly for the younger adults. Very colourful and very upbeat,0.0,1.0,This was an advert for a holiday company aimed at younger people say 25-38. Very upbeat and bright images showing people enjoying themselves,-,-,-,5.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,False
206,41,3,2s,176.0,0.0,a service product possible to do with the motor industry,0.0,0.0,A company offering a service for items in the industrial sector,-,-,-,5.0,4.0,6.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,False
207,41,4,2s,219.0,1.0,weather reports from many different areas showing a lot of detail as to rain wind etc,1.0,0.0,A very detailed page showing expected weather summaries,-,-,-,2.0,3.0,6.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,False
208,41,5,2s,177.0,1.0,Tickets for a zoo?,0.0,0.5,very bold in your face and attractive,-,-,-,3.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,False
209,41,6,2s,197.0,1.0,Different articles about modern technologies,1.0,0.0,An information packed website dealing with a variety of tech articles aimed at the professional person,-,-,-,2.0,2.0,6.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,False
210,42,1,2s,93.0,1.0,sustainable clothing,1.0,0.0,Children models in clothing,-,-,-,6.0,4.0,5.0,5.0,6.0,4.0,3.0,5.0,6.0,3.0,True
211,42,2,2s,73.0,1.0,Eye products,1.0,0.0,they had a campaign to get something done before summer holidays. something regarding contact lenses,-,-,-,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,False
212,42,3,2s,94.0,1.0,outdoor gear,1.0,0.0,"There was a leapord face, people running on a mountain, category options for backpacks, foot gear and 2 others",-,-,-,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,False
213,42,4,2s,90.0,1.0,Information on the weather,1.0,0.0,Large weather map with some specific locations listed on the right,-,-,-,6.0,4.0,5.0,4.0,6.0,3.0,3.0,4.0,7.0,4.0,False
214,42,5,2s,77.0,1.0,Pet related products,1.0,0.0,some products shown on the page,-,-,-,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,False
215,42,6,2s,75.0,1.0,Technology news,1.0,1.0,multiple articles regarding technology,-,-,-,3.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,6.0,4.0,False
216,43,1,2s,102.0,1.0,childrens clothes,1.0,0.0,a simply structered website that sold childrens clothes ,-,-,-,6.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,False
217,43,2,2s,104.0,1.0,care for people?,0.0,1.0,a blue themed website and a couple pictured on the screen,-,-,-,6.0,4.0,6.0,4.0,5.0,4.0,3.0,4.0,6.0,3.0,False
218,43,3,2s,140.0,1.0,not sure,0.0,0.0,a website called hillsport that had a big picture of a tiger on the front.,-,-,-,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,False
219,43,4,2s,120.0,1.0,it provides weather updates,1.0,0.0,a weather forecast that shows its rainy and a quation in a yellow box that asks is it rainy,-,-,-,6.0,6.0,7.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,False
220,43,5,2s,120.0,1.0,i think it provides pet food,1.0,1.0,a yellow logo that is called mega zoo and had items at the bottom for sale,-,-,-,4.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,6.0,4.0,False
221,43,6,2s,138.0,1.0,showed news ,0.5,0.0,website called tech-live and images of people on their phones and the logo was black and red,-,-,-,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,False
222,45,1,2s,110.0,1.0,Sustainable clothing for everyone - womens mens and childrens clothes. ,1.0,0.0,"There were 3 main images - a man, a woman, and a child with different coloured pastel backgrounds which were tabs to go to menswear womenswear and children's clothes. It was quite a simple website with soothing pastel colours. ",-,-,-,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,4.0,False
223,45,2,2s,90.0,1.0,Holidays and Vacations,0.0,1.0,"It was called I-care and sold cheap vacations. The main image had a man wearing sunglasses, and the main colour used was sky blue. ",-,-,-,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,False
224,45,3,2s,89.0,1.0,They sell backpacks and footwear and outdoor gear,1.0,0.0,The main image was of a snow leopard and there were image tabs below for the product categories - footwear and backpacks and others. ,-,-,-,6.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,False
225,45,4,2s,70.0,1.0,It provides weather reports,1.0,0.0,"There was a main image with a weather report map and then a tab down the side with weather for different places, one of them was prague,",-,-,-,4.0,3.0,7.0,3.0,6.0,2.0,2.0,5.0,7.0,2.0,False
226,45,5,2s,119.0,1.0,I don't know,0.0,0.0,The main colour used was yellow and the website was selling products. There was a little pot plant in an image that I saw. ,-,-,-,3.0,3.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,False
227,45,6,2s,69.0,1.0,It reports on tech news,1.0,0.0,"There were tabs down each side, and a main section in the middle with news stories. One was about batteries. ",-,-,-,1.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,5.0,2.0,False
228,46,1,2s,84.0,1.0,Clothing,1.0,0.0,clothing retailer for adults and children.,-,-,-,6.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,False
229,46,2,2s,98.0,0.5,vacations?,0.0,1.0,I think it was for booking vacations?,-,-,-,6.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,False
230,46,3,2s,122.0,1.0,Sports clothing,1.0,0.0,had a large image of a snow leopard. looked nice,-,-,-,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,False
231,46,4,2s,92.0,1.0,weather predictions,1.0,0.0,it was a site to give weather predictions. it looked nice and simple.,-,-,-,6.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,False
232,46,5,2s,139.0,1.0,Animal Products,1.0,0.0,Site seems to sell products for animals. Was very colourful,-,-,-,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,False
233,46,6,2s,132.0,1.0,News,0.5,0.0,looked like a site that showed articles about tech news.,-,-,-,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,False
234,47,1,2s,151.0,1.0,"clothes for men, women and children",1.0,0.0,"pictures of women, men and children wearing white or stripy clothes",-,-,-,7.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,False
235,47,2,2s,92.0,1.0,Vacations,0.0,0.5,Family on the beach.,-,-,-,7.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,False
236,47,3,2s,111.0,1.0,not sure,0.0,0.0,saw a jaguar and word Collection,-,-,-,7.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,False
237,47,4,2s,120.0,1.0,weather forecast,1.0,0.0,I saw a weather infotmation ,-,-,-,7.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,False
238,47,5,2s,78.0,1.0,not sure,0.0,0.0,I am not sure what I saw ,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
239,47,6,2s,187.0,1.0,something to do with tech,0.5,0.0,a lot of writting and picture of white vagon,-,-,-,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,False
240,50,1,2s,132.0,1.0,"clothing for men, women and children",1.0,0.0,"There were three photos below labelled for mens, womens and childrens clothing, presumably links to those sections. The page was very simple and plain with a lot of empty space. There were pictures of models appearing casual and friendly in poses that highlighted their outfits. 
There were some small menus at the top of the page and possible a search bar. ",-,-,-,7.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,7.0,4.0,False
